,track_title,album_title,artist_name
121,Marcas De Expressão (Ao Vivo),Se chorar me der marcas de expressão…,Matheus & Kauan
122,Cronômetro (Ao Vivo),Se chorar me der marcas de expressão…,Matheus & Kauan
123,Carona (Ao Vivo),Se chorar me der marcas de expressão…,Matheus & Kauan
124,Não Vitalício (Nunca Mais) / A Rosa E O Beija Flor / Quarta Cadeira (Ao Vivo),Se chorar me der marcas de expressão…,Matheus & Kauan
125,Nessas Horas (Ao Vivo),Se chorar me der marcas de expressão…,Matheus & Kauan
126,Vou Ter Que Superar (Ao Vivo),Se chorar me der marcas de expressão…,Matheus & Kauan
127,Se Vale Minha Paz (Ao Vivo),Se chorar me der marcas de expressão…,Matheus & Kauan
128,Decide Aí (Na Praia / Ao Vivo),Se chorar me der marcas de expressão…,Matheus & Kauan
129,Que Sorte A Nossa (Ao Vivo),Se chorar me der marcas de expressão…,Matheus & Kauan
130,Me Ama Mesmo (Ao Vivo),Se chorar me der marcas de expressão…,Matheus & Kauan
131,O Nosso Santo Bateu (Live),Se chorar me der marcas de expressão…,Matheus & Kauan
132,Te Assumi Pro Brasil (Ao Vivo),Se chorar me der marcas de expressão…,Matheus & Kauan
133,A Chance É Grande (Ao Vivo),Se chorar me der marcas de expressão…,Matheus & Kauan
134,"Beijei, Bebi (Ao Vivo)",Se chorar me der marcas de expressão…,Matheus & Kauan
135,Ilusão De Ótica (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
136,Carona (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
137,Cronômetro (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
138,Quarta Cadeira (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
139,Vou Ter Que Superar (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
140,Decide Aí (Na Praia / Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
141,Que Sorte A Nossa (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
142,Me Ama Mesmo (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
143,Incerteza (Na Praia / Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
144,Ao Vivo E A Cores (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
145,O Nosso Santo Bateu (Live),De Carona com Matheus e Kauan,Matheus & Kauan
146,Nessas Horas (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
147,Pactos (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
148,A Rosa E O Beija-Flor (Na Praia / Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
149,Te Assumi Pro Brasil (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
150,Não Recomendo (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
151,Ser Humano Ou Anjo (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
152,Abelha Sem Mel (Na Praia / Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
153,Oitava Dose (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
154,Antídoto (Ao Vivo),De Carona com Matheus e Kauan,Matheus & Kauan
155,Ilusão De Ótica (Ao Vivo),Envolvente (Ao Vivo / Vol.2),Matheus & Kauan
156,Carona (Ao Vivo),Envolvente (Ao Vivo / Vol.2),Matheus & Kauan
157,Essa Rua (Ao Vivo),Envolvente (Ao Vivo / Vol.2),Matheus & Kauan
158,Um Cara Novo (Ao Vivo),Envolvente (Ao Vivo / Vol.2),Matheus & Kauan
159,"Beijei, Bebi (Ao Vivo)",Envolvente (Ao Vivo / Vol.2),Matheus & Kauan
160,Aquário (Ao Vivo),Envolvente (Ao Vivo / Vol.2),Matheus & Kauan
161,Amanhã (Ao Vivo),Envolvente (Ao Vivo / Vol.2),Matheus & Kauan
162,Desfecho De Classe (Ao Vivo),Envolvente (Ao Vivo / Vol.2),Matheus & Kauan
163,Soro De Bar (Ao Vivo),Envolvente (Ao Vivo / Vol.2),Matheus & Kauan
164,Me Ama Mesmo (Ao Vivo),Envolvente (Ao Vivo / Vol.2),Matheus & Kauan
165,Ilusão De Ótica (Ao Vivo),Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
166,Próximo Amor (Ao Vivo),Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
167,Carona (Ao Vivo),Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
168,Marcas De Expressão (Ao Vivo),Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
169,Essa Rua (Ao Vivo),Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
170,Um Cara Novo (Ao Vivo),Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
171,Amando Errado (Ao Vivo),Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
172,"Beijei, Bebi (Ao Vivo)",Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
173,Aquário (Ao Vivo),Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
174,Amanhã (Ao Vivo),Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
175,Desfecho De Classe (Ao Vivo),Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
176,Soro De Bar (Ao Vivo),Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
177,Péssimas Escolhas (Ao Vivo),Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
178,Me Ama Mesmo (Ao Vivo),Envolvente (Ao Vivo / Vol.3),Matheus & Kauan
179,Ilusão De Ótica (Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
180,Essa Rua (Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
181,Me Ama Mesmo (Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
182,Quarta Cadeira (Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
183,O Nosso Santo Bateu (Live),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
184,Cronômetro (Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
185,Que Sorte A Nossa (Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
186,A Nossa Praia (Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
187,Me Amar Amanhã (Na Praia / Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
188,A Rosa E O Beija-Flor (Na Praia / Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
189,"Beijei, Bebi (Ao Vivo)",Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
190,Nessas Horas (Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
191,Soro De Bar (Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
192,Quebra Minha Promessa (Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
193,Meu Oxigênio (Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
194,Decide Aí (Na Praia / Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
195,Amor Sem Medida (Te Voy A Amar) (Live),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
196,Ser Humano Ou Anjo (Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
197,Litrão (Ao Vivo Em Recife / 2020),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
198,O Que Nunca Acabou (Ao Vivo),Sabe o que é que deu? Deu a lógica!,Matheus & Kauan
199,Me Ama Mesmo (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
200,Não Recomendo (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
201,Cronômetro (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
202,Vou Ter Que Superar (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
203,Pactos (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
204,A Rosa E O Beija-Flor (Na Praia / Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
205,Decide Aí (Na Praia / Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
206,Quarta Cadeira (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
207,Te Assumi Pro Brasil (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
208,O Nosso Santo Bateu (Live),2024 do Matheus e Kauan,Matheus & Kauan
209,Que Sorte A Nossa (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
210,Ser Humano Ou Anjo (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
211,Gatilho (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
212,Basiquinho (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
213,Quem Tá Fora (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
214,Litrão (Ao Vivo Em Recife / 2020),2024 do Matheus e Kauan,Matheus & Kauan
215,Ao Vivo E A Cores (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
216,Nessas Horas (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
217,Se Vale Minha Paz (Ao Vivo),2024 do Matheus e Kauan,Matheus & Kauan
218,Cronômetro (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
219,Não Recomendo (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
220,Efeito Dominó (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
221,Antecedentes Sentimentais (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
222,Não Sei Se Tô Solteiro (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
223,Quem Tá Fora (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
224,Caminho Sem Volta (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
225,Não Mudava Nada (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
226,Some (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
227,Não Sirvo (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
228,Quebra Minha Promessa (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
229,Asinha Solta (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
230,Pega Na Mão Da Festa (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
231,Próximas Ficadas (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
232,Toda Vez Menos Hoje (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
233,Novos Ares (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
234,Sacada De Gênio (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
235,Não Vitalício (Nunca Mais) / A Rosa E O Beija Flor / Quarta Cadeira (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
236,O Nosso Santo Bateu / Que Sorte A Nossa (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
237,Te Assumi Pro Brasil (Ao Vivo),Praiou (Ao Vivo / Vol.4),Matheus & Kauan
238,Não Recomendo (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
239,Cronômetro (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
240,Não Sei Se Tô Solteiro (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
241,Antecedentes Sentimentais (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
242,Não Sirvo (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
243,Quem Tá Fora (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
244,Não Mudava Nada (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
245,Some (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
246,Quebra Minha Promessa (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
247,Asinha Solta (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
248,Pega Na Mão Da Festa (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
249,Próximas Ficadas (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
250,Toda Vez Menos Hoje (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
251,Novos Ares (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
252,Sacada De Gênio (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
253,Não Vitalício (Nunca Mais) / A Rosa E O Beija Flor / Quarta Cadeira (Ao Vivo),Praiou (Ao Vivo / Vol.3),Matheus & Kauan
254,Não Sei Se Tô Solteiro (Ao Vivo),Praiou (Ao Vivo / Vol.2),Matheus & Kauan
255,Não Recomendo (Ao Vivo),Praiou (Ao Vivo / Vol.2),Matheus & Kauan
256,Quem Tá Fora (Ao Vivo),Praiou (Ao Vivo / Vol.2),Matheus & Kauan
257,Não Sirvo (Ao Vivo),Praiou (Ao Vivo / Vol.2),Matheus & Kauan
258,Some (Ao Vivo),Praiou (Ao Vivo / Vol.2),Matheus & Kauan
259,Quebra Minha Promessa (Ao Vivo),Praiou (Ao Vivo / Vol.2),Matheus & Kauan
260,Asinha Solta (Ao Vivo),Praiou (Ao Vivo / Vol.2),Matheus & Kauan
261,Pega Na Mão Da Festa (Ao Vivo),Praiou (Ao Vivo / Vol.2),Matheus & Kauan
262,Próximas Ficadas (Ao Vivo),Praiou (Ao Vivo / Vol.2),Matheus & Kauan
263,Toda Vez Menos Hoje (Ao Vivo),Praiou (Ao Vivo / Vol.2),Matheus & Kauan
264,Novos Ares (Ao Vivo),Praiou (Ao Vivo / Vol.2),Matheus & Kauan
265,Sacada De Gênio (Ao Vivo),Praiou (Ao Vivo / Vol.2),Matheus & Kauan
266,Não Recomendo (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
267,Só Toca Quem Sabe (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
268,Oitava Dose (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
269,Tem Moda Pra Tudo (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
270,Basiquinho (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
271,Toda Vez Menos Hoje (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
272,Privacidade (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
273,A Rosa E O Beija-Flor (Na Praia / Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
274,Gatilho (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
275,Expectativa x Realidade,Matheus e Kauan - Atualizadas,Matheus & Kauan
276,É Problema,Matheus e Kauan - Atualizadas,Matheus & Kauan
277,Nem Doeu (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
278,Pega Na Mão Da Festa (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
279,O Nosso Santo Bateu (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
280,"Cerveja, Sal E Limão (Ao Vivo)",Matheus e Kauan - Atualizadas,Matheus & Kauan
281,Litrão (Ao Vivo Em Recife / 2020),Matheus e Kauan - Atualizadas,Matheus & Kauan
282,Ser Humano Ou Anjo (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
283,Decide Aí (Na Praia / Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
284,Nessas Horas (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
285,Te Assumi Pro Brasil (Ao Vivo),Matheus e Kauan - Atualizadas,Matheus & Kauan
286,Não Recomendo (Ao Vivo),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
287,Só Toca Quem Sabe (Ao Vivo),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
288,Basiquinho (Ao Vivo),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
289,Privacidade (Ao Vivo),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
290,A Rosa E O Beija-Flor (Na Praia / Ao Vivo),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
291,Gatilho (Ao Vivo),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
292,Imagina A Sentada (Ao Vivo),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
293,Expectativa x Realidade,"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
294,Viciado,"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
295,É Problema,"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
296,Não Me Desprendi,"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
297,Nem Doeu (Ao Vivo),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
298,O Nosso Santo Bateu (Ao Vivo),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
299,Litrão (Ao Vivo Em Recife / 2020),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
300,Ser Humano Ou Anjo (Ao Vivo),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
301,Decide Aí (Na Praia / Ao Vivo),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
302,Nessas Horas (Ao Vivo),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
303,Te Assumi Pro Brasil (Ao Vivo),"Não Me Arrependo, Mas Não Recomendo",Matheus & Kauan
304,Não Vitalício (Nunca Mais) (Ao Vivo),Basiquinho 2 (Ao Vivo),Matheus & Kauan
305,Só Toca Quem Sabe (Ao Vivo),Basiquinho 2 (Ao Vivo),Matheus & Kauan
306,Meia-Volta (Ao Vivo),Basiquinho 2 (Ao Vivo),Matheus & Kauan
307,Bom Sinal (Ao Vivo),Basiquinho 2 (Ao Vivo),Matheus & Kauan
308,Privacidade (Ao Vivo),Basiquinho 2 (Ao Vivo),Matheus & Kauan
309,Trégua (Ao Vivo),Basiquinho 2 (Ao Vivo),Matheus & Kauan
310,0 a 10 (Ao Vivo),Basiquinho 2 (Ao Vivo),Matheus & Kauan
311,Muvuca (Ao Vivo),Basiquinho 2 (Ao Vivo),Matheus & Kauan
312,Gatilho (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
313,Ex Amiga (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
314,Barulho Das Rodinhas (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
315,Terceiro Lugar (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
316,Imagina A Sentada (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
317,Solteiro Mais Fiel Da Terra (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
318,Bate Língua (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
319,Você Não Vale Uma Lágrima (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
320,Ficha Caiu (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
321,Nunca Mais (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
322,Chora De Tabela (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
323,Última Alternativa (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
324,Ser Humano Ou Anjo (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
325,Nem Dói Mais (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
326,Se Melhorar Estraga (Ao Vivo),Se Melhorar Estraga (Ao Vivo),Matheus & Kauan
327,Ser Humano Ou Anjo (Ao Vivo),Matheus e Kauan: Ser Humano ou Anjo,Matheus & Kauan
328,Nessas Horas (Ao Vivo),Matheus e Kauan: Ser Humano ou Anjo,Matheus & Kauan
329,Abajur,Matheus e Kauan: Ser Humano ou Anjo,Matheus & Kauan
